id,date,text,clean_text,label,confidence,char_len,word_len
5.41e+17,Fri Dec 05 00:33:58 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,neutral,0.6656,139,7
5.41e+17,Fri Dec 05 00:37:10 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,negative,0.7044,139,7
5.41e+17,Fri Dec 05 00:41:38 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,neutral,1.0,139,7
5.41e+17,Fri Dec 05 00:42:38 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,neutral,0.676,139,7
5.41e+17,Fri Dec 05 00:47:07 +0000 2014,"Final #AAPL #PutCallRatios for Thursday, December 4, 2014 http://t.co/FxKcb7GTqq",final aapl putcallratios thursday december,neutral,0.6797,80,5
5.41e+17,Fri Dec 05 00:48:00 +0000 2014,"In other news, @uber raised at $40 bill pre, @apple has $164.5 bill in cash. Good times in the Valley! No, wait... http://t.co/uUP9bDOBe4",news raised bill pre bill cash good time valley wait,neutral,1.0,137,10
5.41e+17,Fri Dec 05 00:48:54 +0000 2014,@AngelaYake @googledrive @HuluPlus @Apple @google @YouTube Love it! Some great dance moves too :),love great dance move,positive,0.6357,97,4
5.41e+17,Fri Dec 05 00:49:28 +0000 2014,RT @MissionIR: Is Apple The Most Important Stock On Earth?  http://t.co/s5ple0Orww #aapl http://t.co/ZvW4vwZzww,apple important stock earth aapl,neutral,1.0,111,5
5.41e+17,Fri Dec 05 00:58:28 +0000 2014,WHAT THE ACTUAL FUCK @apple,actual fuck,negative,1.0,27,2
5.41e+17,Fri Dec 05 00:59:19 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,negative,0.7044,139,7
5.41e+17,Fri Dec 05 01:00:20 +0000 2014,"Apple Campus 2 Event Space Costing Apple $161 Million, Fitness Center Priced at $74 Million [iOS Blog] http://t.co/zFCTltByvC #AAPL",apple campus event space costing apple million fitness center priced million io blog aapl,neutral,1.0,131,14
5.41e+17,Fri Dec 05 01:06:55 +0000 2014,So this is the surprise explanation behind the bending iPhone 6?! @apple http://t.co/fT0Bxy60YI,surprise explanation behind bending iphone,neutral,0.7319,95,5
5.41e+17,Fri Dec 05 01:07:42 +0000 2014,"Ugh so annoyed, 3 chargers in the last 4 weeks I hate you @apple",ugh annoyed charger last week hate,negative,1.0,64,6
5.41e+17,Fri Dec 05 01:08:28 +0000 2014,RT @sharksbeauty: So this is the surprise explanation behind the bending iPhone 6?! @apple http://t.co/fT0Bxy60YI,surprise explanation behind bending iphone,neutral,0.6537,113,5
5.41e+17,Fri Dec 05 01:08:51 +0000 2014,"The Slow Food Movement is a Metaphor for the platform strategy of Apple on iPhone, iPad and Apple Watch. #AAPL",slow food movement metaphor platform strategy apple iphone ipad apple watch aapl,negative,0.6581,110,12
5.41e+17,Fri Dec 05 01:13:36 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,negative,0.7079,139,7
5.41e+17,Fri Dec 05 01:15:37 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,negative,0.6838,139,7
5.41e+17,Fri Dec 05 01:18:32 +0000 2014,Apple Questions Plaintiff iPod Purchase Dates in Ongoing Class-Action Lawsuit [iOS Blog] http://t.co/Nw1NTyA2Gj #AAPL,apple question plaintiff ipod purchase date ongoing class action lawsuit io blog aapl,neutral,0.6474,117,13
5.41e+17,Fri Dec 05 01:20:12 +0000 2014,It is such fucking horseshit that I have to install Chrome just to watch @netflix on my Mac. Hey @Apple when are you going to fix this?!??,fucking horseshit install chrome watch mac hey going fix,negative,1.0,138,9
5.41e+17,Fri Dec 05 01:29:26 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,negative,0.7024,139,7
5.41e+17,Fri Dec 05 01:30:04 +0000 2014,#AAPL:Apple says plaintiffs' iPods not covered by suit...http://t.co/8V0eYzQFDQ,aapl apple say plaintiff ipod not covered suit,neutral,0.6759,79,8
5.41e+17,Fri Dec 05 01:32:43 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,neutral,1.0,139,7
5.41e+17,Fri Dec 05 01:33:18 +0000 2014,Apple Inc. Patent To Protect Falling iPhones Is Approved http://t.co/iZrysIG6dU #AAPL,apple inc patent protect falling iphones approved aapl,neutral,0.7279,85,8
5.41e+17,Fri Dec 05 01:33:24 +0000 2014,How long is this @apple iOS 8.1.1 update going to take?!,long io update going take,negative,0.7258,56,5
5.41e+17,Fri Dec 05 01:36:10 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,neutral,0.6631,139,7
5.41e+17,Fri Dec 05 01:36:35 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,negative,0.5041,139,7
5.41e+17,Fri Dec 05 01:37:36 +0000 2014,We need to talk @apple,need talk,neutral,1.0,22,2
5.41e+17,Fri Dec 05 01:38:19 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,neutral,0.6825,139,7
5.41e+17,Fri Dec 05 01:38:33 +0000 2014,"In the world of #mobile #processors, #AAPL 64 bit chips blow away #competition. #disruptive #technology at its best  http://t.co/7oU10PJFMp",world mobile processor aapl bit chip blow away competition disruptive technology best,positive,0.7877,139,12
5.41e+17,Fri Dec 05 01:40:10 +0000 2014,I just want to delete all my emails without turning 40 @apple,want delete email without turning,negative,0.6758,61,5
5.41e+17,Fri Dec 05 01:45:42 +0000 2014,"Congrats to @Apple, Mary Sotos @WorldResources  for Green Power Leadership Awards at REM14 @GreeneMarktplc  http://t.co/ssrfEyx4Sf",congrats mary sotos green power leadership award rem,positive,1.0,130,8
5.41e+17,Fri Dec 05 01:48:34 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,neutral,0.681,139,7
5.41e+17,Fri Dec 05 01:53:31 +0000 2014,"#IPhone6Plus vs. Galaxy Note 4: #Has @Apple [#Apple] Really Snatched Away the #Phablet .... (#Thursday, 4 #Decem... http://t.co/9QIW9LmaSP",iphone plus galaxy note apple really snatched away phablet thursday decem,neutral,0.6513,138,11
5.41e+17,Fri Dec 05 01:54:45 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,neutral,0.6825,139,7
5.41e+17,Fri Dec 05 01:55:29 +0000 2014,@OneRepublic @Apple aww look tht u have a lot of work guys good luck!,aww look tht lot work guy good luck,positive,0.5031,69,8
5.41e+17,Fri Dec 05 01:58:33 +0000 2014,"@apple official I have 2 appletv's constantly loosing network co, Watching tv media is impossible, Can you re",official appletvs constantly loosing network watching medium impossible,negative,0.7039,109,8
5.41e+17,Fri Dec 05 01:59:35 +0000 2014,Ok seriously... When is @apple going to fix iOS 8? I'm still missing music!,seriously going fix io still missing music,negative,1.0,75,7
5.41e+17,Fri Dec 05 02:11:24 +0000 2014,Will #Apple Inc.'s Profit Margin Continue Upward? | The Motley Fool #aapl http://t.co/oSlDAHbkJP,apple inc profit margin continue upward motley fool aapl,neutral,1.0,96,9
5.41e+17,Fri Dec 05 02:15:23 +0000 2014,@VerizonWireless how many weeks will by iPhone 6 be pushed back. Currently at 5 @apple,many week iphone pushed back currently,neutral,0.6492,86,6
5.41e+17,Fri Dec 05 02:17:04 +0000 2014,@sharksbeauty @Apple LEMME get the blondes number,lemme get blonde number,neutral,1.0,49,4
5.41e+17,Fri Dec 05 02:28:47 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,neutral,0.6884,139,7
5.41e+17,Fri Dec 05 02:29:25 +0000 2014,@kellyhclay @Nordstrom drops the @apple POS idea and replaces them with VeriPhone products,drop po idea replaces veriphone product,neutral,0.6971,90,6
5.41e+17,Fri Dec 05 02:30:27 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,neutral,0.6647,139,7
5.41e+17,Fri Dec 05 02:34:29 +0000 2014,@Windows it is funny that you need an old @apple @mac to promote your new @lenovo #applesetsthetrend,funny need old promote new applesetsthetrend,positive,0.6722,100,6
5.41e+17,Fri Dec 05 02:34:58 +0000 2014,FUCK U @apple i just dropped my new IPHONE6  and it got all sctratched up ! IM DONE WITH APPLE SO FUCKING FRAGILE,fuck dropped new iphone got sctratched done apple fucking fragile,negative,1.0,113,10
5.41e+17,Fri Dec 05 02:35:11 +0000 2014,#Apple's #iPhone6 International Prices Are Higher Than The US - Forbes #aapl http://t.co/ij4CjpCkg6,apple iphone international price higher forbes aapl,neutral,1.0,99,7
5.41e+17,Fri Dec 05 02:37:38 +0000 2014,Will Apple Inc.'s Profit Margin Continue Upward? http://t.co/RgXf3KuAOv #AAPL,apple inc profit margin continue upward aapl,neutral,1.0,77,7
5.41e+17,Fri Dec 05 02:41:12 +0000 2014,"@juji246 @stephanies0601 @BradPaisley @Applebees OOPS. SORRY, APPLEBEES. I MEANT @apple",oops sorry applebees meant,neutral,1.0,87,4
5.41e+17,Fri Dec 05 02:44:57 +0000 2014,@apple #iphone @EsteeLauder @ralphlauren @katespadeny purse  shown below! #WishList http://t.co/hRSWIrpH61 http://t.co/pvJWMrN8ee,iphone purse shown wishlist,neutral,0.6722,129,4
5.41e+17,Fri Dec 05 02:47:12 +0000 2014,RT @MissionIR: Is Apple The Most Important Stock On Earth?  http://t.co/s5ple0Orww #aapl http://t.co/ZvW4vwZzww,apple important stock earth aapl,neutral,0.8427,111,5
5.41e+17,Fri Dec 05 02:47:22 +0000 2014,The 10 Most Important Differences Between #Macs And #PCs #aapl http://t.co/vSxUcX6vyx http://t.co/97huQ31qPT,important difference mac pc aapl,neutral,1.0,108,5
5.41e+17,Fri Dec 05 02:47:25 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,neutral,1.0,139,7
5.41e+17,Fri Dec 05 02:49:41 +0000 2014,@OneRepublic @Apple So great to see that you guys are recording in the air! Hopefully batteries of future will come out soon! :),great see guy recording air hopefully battery future come soon,positive,0.665,128,10
5.41e+17,Fri Dec 05 02:49:52 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,neutral,0.6678,139,7
5.41e+17,Fri Dec 05 02:53:41 +0000 2014,Why do you hate business so much @Apple?,hate business much,negative,1.0,40,3
5.41e+17,Fri Dec 05 02:54:03 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,neutral,0.6884,139,7
5.41e+17,Fri Dec 05 02:58:22 +0000 2014,Steve Wozniak calls @Apple's legendary garage 'a bit of a myth' http://t.co/Wl2kJTcRNR,steve wozniak call legendary garage bit myth,neutral,1.0,86,7
5.41e+17,Fri Dec 05 02:59:16 +0000 2014,Full-Time #Trader? #trading #stocks #futures #forex #trader #es  #baba #aapl #gpro #fb #eem #eSignal http://t.co/JH7BMS1Kgb,full time trader trading stock future forex trader baba aapl gpro eem esignal,neutral,1.0,123,13
5.41e+17,Fri Dec 05 02:59:24 +0000 2014,"How @Apple handles their #CustomerServiceExperience
http://t.co/ZJsUuKaOYd",handle customerserviceexperience,neutral,1.0,75,2
5.41e+17,Fri Dec 05 02:59:39 +0000 2014,$118+ tomorrow #AAPL,tomorrow aapl,neutral,0.6699,20,2
5.41e+17,Fri Dec 05 03:01:17 +0000 2014,@lihdior_ @apple fuck wrong witchall niggas ?,fuck wrong witchall nigga,negative,0.6645,45,4
5.41e+17,Fri Dec 05 03:03:11 +0000 2014,RT @codygotMs: @lihdior_ @apple fuck wrong witchall niggas ?,fuck wrong witchall nigga,negative,1.0,60,4
5.41e+17,Fri Dec 05 03:09:23 +0000 2014,Get three way FaceTimeing. Im sick of google hangouts. @Apple,get three way facetimeing sick google hangout,negative,0.5087,61,7
5.41e+17,Fri Dec 05 03:18:09 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,neutral,0.7452,139,7
5.41e+17,Fri Dec 05 03:26:31 +0000 2014,JMP raises #Apple price target to Street-high $150 on 'exceptionally strong: Apple Insider: #AAPL: 115.49 (-0.... http://t.co/qbgp7vm6Re,jmp raise apple price target street high exceptionally strong apple insider aapl,neutral,1.0,136,12
5.41e+17,Fri Dec 05 03:28:18 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,neutral,0.6517,139,7
5.41e+17,Fri Dec 05 03:33:21 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,neutral,1.0,139,7
5.41e+17,Fri Dec 05 03:33:28 +0000 2014,@apple #macos #yosemite is a buggy piece of shit. It makes me miss #windows8.,macos yosemite buggy piece shit make miss window,negative,1.0,77,8
5.41e+17,Fri Dec 05 03:37:00 +0000 2014,@apple make bigger storage,make bigger storage,negative,0.5077,26,3
5.41e+17,Fri Dec 05 03:40:55 +0000 2014,Omg omg I just paid a kinder Bueno w @apple #pay at walgreens awesome experience @ Walgreens http://t.co/f2q6vMOjmG,omg omg paid kinder bueno pay walgreens awesome experience walgreens,positive,0.7506,115,10
5.41e+17,Fri Dec 05 03:40:57 +0000 2014,Photo: Omg omg I just paid a @kinder Bueno w @apple #pay at @Walgreens awesome experience (at Walgreens) http://t.co/7agepRjbjk,photo omg omg paid bueno pay awesome experience walgreens,positive,0.6971,127,9
5.41e+17,Fri Dec 05 03:43:18 +0000 2014,@dougluberts @Apple Is it the 128gb version?,version,neutral,1.0,44,1
5.41e+17,Fri Dec 05 03:45:04 +0000 2014,#AAPL:iPhone 6 Patent Fraud Case in China Complicated Hacked Photos...http://t.co/eVUHNXiy6T,aapl iphone patent fraud case china complicated hacked photo,neutral,1.0,92,9
5.41e+17,Fri Dec 05 03:51:11 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,neutral,1.0,139,7
5.41e+17,Fri Dec 05 03:54:27 +0000 2014,@Apple's Stock on a Tear Due to Higher Profit Margin; Will #AppleWatch Continue This Trend? - http://t.co/DrwkzM6txI http://t.co/fmwLNtGfBd,stock tear due higher profit margin applewatch continue trend,neutral,0.6515,139,9
5.41e+17,Fri Dec 05 04:00:03 +0000 2014,How do I fix a disabled Apple ID account @AppStore  @apple @tim_cook,fix disabled apple account,neutral,0.7244,68,4
5.41e+17,Fri Dec 05 04:07:28 +0000 2014,RT @KaminaBlue: Get three way FaceTimeing. Im sick of google hangouts. @Apple,get three way facetimeing sick google hangout,neutral,0.6505,77,7
5.41e+17,Fri Dec 05 04:11:25 +0000 2014,if my phone dies mid tweet I will SUE you @apple,phone dy mid tweet sue,negative,1.0,48,5
5.41e+17,Fri Dec 05 04:11:53 +0000 2014,This happened to me SEVERAL times!! Fuck you @Apple deleted rivals' music from iPods for years...http://t.co/QBvcBmZVOF @MailOnline,happened several time fuck deleted rival music ipod year,negative,1.0,131,9
5.41e+17,Fri Dec 05 04:16:37 +0000 2014,I'm not happy about that @apple,not happy,negative,1.0,31,2
5.41e+17,Fri Dec 05 04:16:49 +0000 2014,@mixbreed_lexie @apple wrong @,wrong,neutral,0.6203,30,1
5.41e+17,Fri Dec 05 04:17:11 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,neutral,0.6755,139,7
5.41e+17,Fri Dec 05 04:22:40 +0000 2014,@Apple just changed the game #AppleLive,changed game applelive,positive,0.674,39,3
5.41e+17,Fri Dec 05 04:24:32 +0000 2014,@Apple get it together,get together,negative,0.6942,22,2
5.41e+17,Fri Dec 05 04:31:02 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,neutral,0.6774,139,7
5.41e+17,Fri Dec 05 04:32:25 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,neutral,0.681,139,7
5.41e+17,Fri Dec 05 04:33:46 +0000 2014,They really need a #fingerscrossed emoji. @Apple,really need fingerscrossed emoji,neutral,0.6796,48,4
5.41e+17,Fri Dec 05 04:42:25 +0000 2014,@apple and @VerizonSupport the support I received for my iPad tonight was ridiculous going in circles with no solution smh,support received ipad tonight ridiculous going circle solution smh,negative,1.0,122,9
5.41e+17,Fri Dec 05 04:43:19 +0000 2014,RT @MonnGonn: I just want to delete all my emails without turning 40 @apple,want delete email without turning,neutral,0.5007,75,5
5.41e+17,Fri Dec 05 04:51:45 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,neutral,0.7016,139,7
5.41e+17,Fri Dec 05 04:53:11 +0000 2014,@OneRepublic if you'll get it from  @Apple I want one too!,youll get want one,neutral,0.73,58,4
5.41e+17,Fri Dec 05 04:56:46 +0000 2014,.@apple The iPad update to iOS 8 is an absolute disaster. Nothing works right anymore. Safari crashes constantly. #iFail,ipad update io absolute disaster nothing work right anymore safari crash constantly ifail,negative,1.0,120,13
5.41e+17,Fri Dec 05 04:59:59 +0000 2014,@Apple deleted music from customers' iPods http://t.co/FzmaFUzrnl,deleted music customer ipod,negative,1.0,65,4
5.41e+17,Fri Dec 05 05:02:37 +0000 2014,@Apple YH News Apple IPod Judge Asks If Lack of Plaintiff Dooms Trial: Apple Inc. (AAPL) said it discovered th...  http://t.co/hNuWafq0sI,news apple ipod judge asks lack plaintiff doom trial apple inc aapl said discovered,neutral,0.6467,137,14
5.41e+17,Fri Dec 05 05:04:41 +0000 2014,"Can't get a new iPhone 6? How about these free Apple shares....
http://t.co/UPgQSDVrxP  #investing  #stocks #aapl http://t.co/EQYG01tPna",cant get new iphone free apple share investing stock aapl,neutral,1.0,137,10
5.41e+17,Fri Dec 05 05:21:36 +0000 2014,My Marketing Muse of the Day: The most technologically advanced #technology-based solutions that WIN are all masters of #simplicity @Apple,marketing muse day technologically advanced technology based solution win master simplicity,neutral,0.6661,138,11
5.41e+17,Fri Dec 05 05:28:25 +0000 2014,"hey @apple why is my phone dying when it's on the charger 
ur stuff sucks",hey phone dying charger stuff suck,negative,1.0,74,6
5.41e+17,Fri Dec 05 05:29:53 +0000 2014,Using  a @samsung tablet is hard and wierd. I am use to using  an @apple iPod. I am always  making  typing mistakes.,using tablet hard wierd use using ipod always making typing mistake,neutral,0.6613,116,11
5.41e+17,Fri Dec 05 05:36:27 +0000 2014,"Hey @Apple, #iphone7, build this in! ~ @DJKevinHayes http://t.co/JtXgsCmyhw",hey iphone build,neutral,1.0,75,3
5.41e+17,Fri Dec 05 05:42:56 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,negative,0.5061,139,7
5.41e+17,Fri Dec 05 05:58:01 +0000 2014,@apple doesn't even own that handle? LOL SIRI knows NOTHING is what I wanted to tell you Mac peeps,doesnt even handle lol siri know nothing wanted tell mac peep,negative,1.0,98,11
5.41e+17,Fri Dec 05 05:59:09 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,negative,0.7044,139,7
5.41e+17,Fri Dec 05 05:59:19 +0000 2014,@apple #YosemiteProblems Erases my saved pass words every day. This is getting annoying.,yosemiteproblems erases saved pas word every day getting annoying,negative,1.0,88,9
5.41e+17,Fri Dec 05 06:02:22 +0000 2014,And they ain't open till 8 to help me so I can't even contact anyone for the shoot now @apple u can suck multiple digs. Whack,aint open till help cant even contact anyone shoot suck multiple dig whack,negative,1.0,125,13
5.41e+17,Fri Dec 05 06:03:27 +0000 2014,@LupeFiasco Did he sell his headphones to @apple ?,sell headphone,neutral,1.0,50,2
5.41e+17,Fri Dec 05 06:07:32 +0000 2014,I hate my MacBook now. Fuck this update and fuck you @apple,hate macbook fuck update fuck,negative,1.0,59,5
5.41e+17,Fri Dec 05 06:14:44 +0000 2014,@YeagerBeats is back with another #HowTo @apple #LogicProX Tutorial #StepInputKeyboard Check it out! -,back another howto logicprox tutorial stepinputkeyboard check,neutral,0.6894,102,7
5.41e+17,Fri Dec 05 06:16:36 +0000 2014,@cynthialanel @twitter silicon valley as a whole needs to step up the same 2% @google @yahoo @facebook @apple http://t.co/e2yGDaL3ge,silicon valley whole need step,neutral,1.0,132,5
5.41e+17,Fri Dec 05 06:16:58 +0000 2014,yall chargers weak yall needa make iPhone charger otterboxes for the cord @apple,yall charger weak yall needa make iphone charger otterboxes cord,negative,1.0,80,10
5.41e+17,Fri Dec 05 06:19:57 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,neutral,0.6777,139,7
5.41e+17,Fri Dec 05 06:21:21 +0000 2014,@OneRepublic @Apple Maximally concentrated Brent ^_^,maximally concentrated brent,neutral,1.0,52,3
5.41e+17,Fri Dec 05 06:22:59 +0000 2014,Again I ask why @apple uses @jimmyfallon's voice not attributed to him. That or dude's an ace @jimmyfallon vocal clone.,ask us voice not attributed dude ace vocal clone,neutral,0.6586,119,9
5.41e+17,Fri Dec 05 06:23:18 +0000 2014,s/o to @apple for charging me for two ringtones and then not letting me use them. #ThanksObama,charging two ringtones not letting use thanksobama,negative,1.0,94,7
5.41e+17,Fri Dec 05 06:24:34 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,neutral,0.6737,139,7
5.41e+17,Fri Dec 05 06:30:05 +0000 2014,#AAPL:Apple antitrust case hangs in the balance...http://t.co/BvWhMJBTK4,aapl apple antitrust case hang balance,neutral,0.6739,72,6
5.41e+17,Fri Dec 05 06:38:04 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,neutral,0.7263,139,7
5.41e+17,Fri Dec 05 06:40:22 +0000 2014,@Kate3015 @Apple get the new sony,get new sony,neutral,0.6839,33,3
5.41e+17,Fri Dec 05 06:41:40 +0000 2014,Torn between @SamsungMobileUS and @apple for my next phone! Secretly leaning towards the note 4 #ChangeIn2015,torn next phone secretly leaning towards note changein,neutral,0.6621,109,8
5.41e+17,Fri Dec 05 06:42:42 +0000 2014,@cooolestnerd and these are the top places to work: @twitter @google @yahoo @facebook @apple doesn't reflect society's makeup.,top place work doesnt reflect society makeup,negative,0.3339,126,7
5.41e+17,Fri Dec 05 06:44:14 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,neutral,0.6884,139,7
5.41e+17,Fri Dec 05 06:44:33 +0000 2014,@cooolestnerd what concerns me: These Co's are in a position to do so much good for POCs. @twitter @google @yahoo @facebook @apple,concern co position much good pocs,neutral,0.7341,130,6
5.41e+17,Fri Dec 05 06:45:38 +0000 2014,@ch0ng_li @Apple I'll take a look at that. I'm fed up with iPad well &amp; truly..,ill take look fed ipad well truly,negative,1.0,82,7
5.41e+17,Fri Dec 05 06:52:37 +0000 2014,RT @MissionIR: Is Apple The Most Important Stock On Earth?  http://t.co/s5ple0Orww #aapl http://t.co/ZvW4vwZzww,apple important stock earth aapl,neutral,1.0,111,5
5.41e+17,Fri Dec 05 06:54:03 +0000 2014,@cynthialanel these are the most power co's in the world and they could care no more than 2% @apple @twitter @google @Yahoo @facebook,power co world could care,neutral,0.6538,133,5
5.41e+17,Fri Dec 05 07:09:05 +0000 2014,Another @nike #mustbuy #outfit with an @apple #ipodnano in there too http://t.co/y7ogeSUoH3 http://t.co/6KPmdnneiD,another mustbuy outfit ipodnano,neutral,0.6543,114,4
5.41e+17,Fri Dec 05 07:24:35 +0000 2014,You'll Be Able To Learn How To Code For Free Next Week At Your Nearest Apple Store http://t.co/F4x7BjjuUk #coders #technology @apple,youll able learn code free next week nearest apple store coder technology,neutral,0.6581,132,12
5.41e+17,Fri Dec 05 07:30:16 +0000 2014,@Nale When do you think #parable will be accessible in France @Apple #AppStore,think parable accessible france appstore,neutral,1.0,78,5
5.41e+17,Fri Dec 05 07:30:57 +0000 2014,I swear to fuck I would rather cut and splice physical fucking tape than dick around with one more @Apple product with shit design.,swear fuck would rather cut splice physical fucking tape dick around one product shit design,negative,1.0,131,15
5.41e+17,Fri Dec 05 07:31:58 +0000 2014,I love @apple bc I can record in my home. But can they pull some serious fuckshit. This thing is designed to get lost http://t.co/ULeXs7PVCv,love record home pull serious fuckshit thing designed get lost,positive,0.6884,140,10
5.41e+17,Fri Dec 05 07:44:46 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,neutral,1.0,139,7
5.41e+17,Fri Dec 05 07:46:11 +0000 2014,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET",studio one outlet computer need battery future,neutral,0.68,139,7
